Account,Document Number,Assignment,Document Type,Document Date,Net Due Date,Arrears by Net Due Date,Amount in Local Currency,Text,Reference
6875657,9974691583,9974691583,DG,9/23/2025,9/23/2025,6,"-20,246.25",,PR_IC09_26_SMNR
6875657,9974691612,9974691612,DG,9/23/2025,9/23/2025,6,"-3,104.00",,PR_IC09_35_SMNR
6875657,9974691620,9974691620,DG,9/23/2025,9/23/2025,6,"-9,672.10",,PR_IC09_35_SMNR
6875657,,,,,,,"1,280,228.97",,
6886385,1400027026,9974573443,DZ,8/14/2025,8/14/2025,46,"-59,092.24",Partial payment,6886385
6886385,9974573443,9974573443,DR,6/30/2025,7/1/2025,90,"266,046.49",,CMI2506000000649
6886385,9974573763,9974573763,DR,6/30/2025,7/1/2025,90,"1,028,540.14",,CMI2506000000636
6886385,,,,,,,"1,235,494.39",,
6895360,9974689430,9974689430,DG,9/22/2025,9/22/2025,7,"-1,455.00",,PR_GR09_336_ONNR
6895360,9974689476,9974689476,DG,9/22/2025,9/22/2025,7,-153.22,,PR_GR09_338_ONNR
6895360,9974693729,9974693729,DG,9/24/2025,9/24/2025,5,"-1,028.20",,PR_GR09_720_ONNR
6895360,9974696359,9974696359,DG,9/25/2025,9/25/2025,4,-580.64,,PR_GR09_395_ONNR
6895360,9974699055,9974699055,DG,9/26/2025,9/26/2025,3,"-1,992.50",,PR_GR09_408_ONNR
6895360,9974699266,9974699266,DG,9/26/2025,9/26/2025,3,"-14,639.45",,PR_GR09_723_ONNR
6895360,,,,,,,"-19,849.01",,
6967273,9974691293,9974691293,DG,9/23/2025,9/23/2025,6,"-5,916.30",,PR_IC09_23_SMNR
6967273,9974691308,9974691308,DG,9/23/2025,9/23/2025,6,-516.8,,PR_IC09_21_SMNR
6967273,9974691375,9974691375,DG,9/23/2025,9/23/2025,6,"-33,950.00",,PR_IC09_27_SMNR
6967273,9974691449,9974691449,DG,9/23/2025,9/23/2025,6,"-3,532.75",,PR_IC09_26_SMNR
6967273,9974691453,9974691453,DG,9/23/2025,9/23/2025,6,"-1,164.00",,PR_IC09_33_SMNR
6967273,9974691615,9974691615,DG,9/23/2025,9/23/2025,6,"-7,088.16",,PR_IC09_25_SMNR
6967273,9974691616,9974691616,DG,9/23/2025,9/23/2025,6,-317.76,,PR_IC09_33_SMNR
6967273,9974691624,9974691624,DG,9/23/2025,9/23/2025,6,"-1,232.89",,PR_IC09_33_SMNR
6967273,9974691628,9974691628,DG,9/23/2025,9/23/2025,6,"-1,639.30",,PR_IC09_33_SMNR
6967273,,,,,,,"-55,357.96",,
7063389,9974691300,9974691300,DG,9/23/2025,9/23/2025,6,"-4,226.87",,PR_IC09_21_SMNR
7063389,9974691441,9974691441,DG,9/23/2025,9/23/2025,6,"-7,275.00",,PR_IC09_27_SMNR
7063389,9974691569,9974691569,DG,9/23/2025,9/23/2025,6,"-16,856.48",,PR_IC09_26_SMNR
7063389,,,,,,,"-28,358.35",,
7071672,9974691120,9974691120,DG,9/23/2025,9/23/2025,6,"-3,227.12",,PR_IC09_18_SMNR
7071672,9974691224,9974691224,DG,9/23/2025,9/23/2025,6,"-1,739.48",,PR_IC09_21_SMNR
7071672,9974691400,9974691400,DG,9/23/2025,9/23/2025,6,"-27,160.00",,PR_IC09_27_SMNR
7071672,9974691507,9974691507,DG,9/23/2025,9/23/2025,6,"-114,753.93",,PR_IC09_26_SMNR
7071672,9974691580,9974691580,DG,9/23/2025,9/23/2025,6,"-7,753.11",,PR_IC09_25_SMNR
7071672,9974691600,9974691600,DG,9/23/2025,9/23/2025,6,"-2,328.00",,PR_IC09_33_SMNR
7071672,9974691609,9974691609,DG,9/23/2025,9/23/2025,6,"-4,438.45",,PR_IC09_33_SMNR
7071672,,,,,,,"-161,400.09",,
7205965,9974654169,9974654169,DR,8/29/2025,8/30/2025,30,"192,585.85",จ่ายวันที่  26/9/2025 exclude,DCM2508000000057
7205965,9974654207,9974654207,DR,8/29/2025,8/30/2025,30,"10,565.55",จ่ายวันที่  26/9/2025 exclude,DCM2508000000033
7205965,9974655493,9974655493,DR,8/31/2025,9/1/2025,28,"123,173.13",จ่ายวันที่  26/9/2025 exclude,DCM2508000000057
7205965,9974655550,9974655550,DR,8/31/2025,9/1/2025,28,"136,031.86",จ่ายวันที่  26/9/2025 exclude,DCM2508000000056
7205965,9974655552,9974655552,DR,8/31/2025,9/1/2025,28,"164,964.01",จ่ายวันที่  26/9/2025 exclude,DCM2508000000035
7205965,9974655553,9974655553,DR,8/31/2025,9/1/2025,28,"164,964.01",จ่ายวันที่  26/9/2025 exclude,DCM2508000000056
7205965,9974655559,9974655559,DR,8/31/2025,9/1/2025,28,"164,964.01",จ่ายวันที่  26/9/2025 exclude,DCM2508000000056
7205965,9974655565,9974655565,DR,8/31/2025,9/1/2025,28,"164,964.01",จ่ายวันที่  26/9/2025 exclude,DCM2508000000056
7205965,9974655571,9974655571,DR,8/31/2025,9/1/2025,28,"164,964.01",จ่ายวันที่  26/9/2025 exclude,DCM2508000000035
7205965,9974655583,9974655583,DR,8/31/2025,9/1/2025,28,"123,173.13",จ่ายวันที่  26/9/2025 exclude,DCM2508000000035
7205965,9974655618,9974655618,DR,8/31/2025,9/1/2025,28,"123,173.13",จ่ายวันที่  26/9/2025 exclude,DCM2508000000035
7205965,9974655654,9974655654,DR,8/31/2025,9/1/2025,28,"164,964.01",จ่ายวันที่  26/9/2025 exclude,DCM2508000000056
7205965,9974655816,9974655816,DR,8/31/2025,9/1/2025,28,"164,964.01",จ่ายวันที่  26/9/2025 exclude,DCM2508000000035
7205965,9974693534,9974693534,DG,9/24/2025,9/24/2025,5,"-133,860.00",จ่ายวันที่  26/9/2025 exclude,PR_WA09_92_RSNR
7205965,9974693565,9974693565,DG,9/24/2025,9/24/2025,5,"-24,337.30",จ่ายวันที่  26/9/2025 exclude,PR_WA09_93_RSNR
7205965,9974693659,9974693659,DG,9/24/2025,9/24/2025,5,"-8,730.00",จ่ายวันที่  26/9/2025 exclude,PR_WA09_94_RSNR
7205965,9974696117,9974696117,DG,9/25/2025,9/25/2025,4,"-521,309.13",จ่ายวันที่  26/9/2025 exclude,PR_WA09_96_RSNR
7205965,9974696811,,RV,9/25/2025,9/25/2025,4,"-136,125.83",จ่ายวันที่  26/9/2025 exclude,VR_WA09_09RSNR
7205965,9974698848,9974698848,DG,9/26/2025,9/26/2025,3,"-13,580.00",,PR_WA09_98_RSNR
7205965,9974698904,9974698904,DG,9/26/2025,9/26/2025,3,-192.6,,PR_WA09_101_RSNR
7205965,,,,,,,"1,025,315.86",,
7248962,1400032028,9974608318,DZ,9/23/2025,9/24/2025,5,"-110,574.02",Overpayment,7248962
7248962,9974643676,9974643676,DR,8/22/2025,10/7/2025,-8,"994,794.38",,CMI2508000000403
7248962,9974652227,9974652227,DG,8/28/2025,8/28/2025,32,"-1,552.00",,PR_IC08_19_SMNR
7248962,9974652229,9974652229,DG,8/28/2025,8/28/2025,32,-317.76,,PR_IC08_19_SMNR
7248962,9974652238,9974652238,DG,8/28/2025,8/28/2025,32,"-84,390.00",,PR_IC08_19_SMNR
7248962,9974655028,9974655028,DR,8/30/2025,10/15/2025,-16,"901,157.79",,72489622908X1T09
7248962,9974674332,9974674332,DR,9/10/2025,10/26/2025,-27,"465,763.66",,CMI2509000000183
7248962,9974691315,9974691315,DG,9/23/2025,9/23/2025,6,"-1,613.54",,PR_IC09_23_SMNR
7248962,9974691318,9974691318,DG,9/23/2025,9/23/2025,6,"-2,506.48",,PR_IC09_21_SMNR
7248962,9974691479,9974691479,DG,9/23/2025,9/23/2025,6,"-2,910.00",,PR_IC09_34_SMNR
7248962,9974691491,9974691491,DG,9/23/2025,9/23/2025,6,"-1,008.88",,PR_IC09_25_SMNR
7248962,9974691495,9974691495,DG,9/23/2025,9/23/2025,6,"-54,320.00",,PR_IC09_34_SMNR
7248962,9974691508,9974691508,DG,9/23/2025,9/23/2025,6,"-12,168.75",,PR_IC09_34_SMNR
7248962,9974691518,9974691518,DG,9/23/2025,9/23/2025,6,"-4,956.26",,PR_IC09_34_SMNR
7248962,9974691532,9974691532,DG,9/23/2025,9/23/2025,6,"-4,956.26",,PR_IC09_34_SMNR
7248962,9974691542,9974691542,DG,9/23/2025,9/23/2025,6,"-1,849.33",,PR_IC09_34_SMNR
7248962,9974691553,9974691553,DG,9/23/2025,9/23/2025,6,"-2,716.00",,PR_IC09_34_SMNR
7248962,9974691567,9974691567,DG,9/23/2025,9/23/2025,6,-953.28,,PR_IC09_34_SMNR
7248962,9974691575,9974691575,DG,9/23/2025,9/23/2025,6,"-1,035.64",,PR_IC09_34_SMNR
7248962,9974691586,9974691586,DG,9/23/2025,9/23/2025,6,-762.62,,PR_IC09_34_SMNR
7248962,9974691596,9974691596,DG,9/23/2025,9/23/2025,6,"-7,101.52",,PR_IC09_34_SMNR
7248962,9974692301,9974692301,DR,9/23/2025,11/8/2025,-40,"1,002,829.92",,CMI2509000000406
7248962,9974694724,9974694724,DG,9/24/2025,9/24/2025,5,"-463,490.97",,PR_IC09_53_SMNR
7248962,,,,,,,"2,605,362.44",,
7263378,800011723,,MI,9/23/2025,9/23/2025,6,"4,243.02",Charge back cash discount ref. 9974680452,
7263378,9974666956,9974666956,DG,9/5/2025,9/5/2025,24,"-12,799.20",,PR_IC09_06_SMNR
7263378,9974680452,9974680452,DR,9/15/2025,9/16/2025,13,"561,493.01",,CMI2509000000279
7263378,9974691225,9974691225,DG,9/23/2025,9/23/2025,6,"-29,100.00",,PR_IC09_19_SMNR
7263378,9974691234,9974691234,DG,9/23/2025,9/23/2025,6,"-2,366.10",,PR_IC09_21_SMNR
7263378,9974691235,9974691235,DG,9/23/2025,9/23/2025,6,-978.69,,PR_IC09_19_SMNR
7263378,9974691238,9974691238,DG,9/23/2025,9/23/2025,6,-554.48,,PR_IC09_23_SMNR
7263378,9974691248,9974691248,DG,9/23/2025,9/23/2025,6,"-4,962.36",,PR_IC09_20_SMNR
7263378,9974691386,9974691386,DG,9/23/2025,9/23/2025,6,"-5,820.00",,PR_IC09_27_SMNR
7263378,9974691424,9974691424,DG,9/23/2025,9/23/2025,6,-529.9,,PR_IC09_26_SMNR
7263378,9974691465,9974691465,DG,9/23/2025,9/23/2025,6,"-2,298.82",,PR_IC09_25_SMNR
7263378,,,,,,,"506,326.48",,
7319043,9974696120,9974696120,DG,9/25/2025,9/25/2025,4,"-48,005.74",,PR_WA09_95_RSNR
7319043,9974696812,,RV,9/25/2025,9/25/2025,4,"-101,963.34",,VR_WA09_09RSNR
7319043,9974698323,9974698323,DR,9/26/2025,9/27/2025,2,"93,200.96",,W25095731904311
7319043,9974698865,9974698865,DG,9/26/2025,9/26/2025,3,"-18,430.00",,PR_WA09_98_RSNR
7319043,9974698908,9974698908,DG,9/26/2025,9/26/2025,3,"-2,627.96",,PR_WA09_101_RSNR
7319043,9974700845,9974700845,DR,9/27/2025,9/28/2025,1,"209,304.82",,CMI2509000000518
7319043,9974702109,9974702109,DR,9/29/2025,9/30/2025,-1,"153,366.27",,CMI2509000000518
7319043,,,,,,,"284,845.01",,
7340071,9974691255,9974691255,DG,9/23/2025,9/23/2025,6,-600,,PR_IC09_21_SMNR
7340071,9974691419,9974691419,DG,9/23/2025,9/23/2025,6,"-36,860.00",,PR_IC09_27_SMNR
7340071,9974691539,9974691539,DG,9/23/2025,9/23/2025,6,"-151,774.17",,PR_IC09_26_SMNR
7340071,9974691562,9974691562,DG,9/23/2025,9/23/2025,6,"-5,856.55",,PR_IC09_25_SMNR
7340071,9974691573,9974691573,DG,9/23/2025,9/23/2025,6,"-8,617.96",,PR_IC09_32_SMNR
7340071,9974691585,9974691585,DG,9/23/2025,9/23/2025,6,"-1,164.00",,PR_IC09_32_SMNR
7340071,9974691595,9974691595,DG,9/23/2025,9/23/2025,6,-875,,PR_IC09_32_SMNR
7340071,9974698481,9974698481,DR,9/26/2025,9/27/2025,2,"1,020,576.30",,CMI2509000000510
7340071,,,,,,,"814,828.62",,
7341505,9974697463,9974697463,DR,9/25/2025,9/26/2025,3,"284,087.48",จ่ายวันที่  26/9/2025 exclude,CMI2509000000467
7341505,9974697464,9974697464,DR,9/25/2025,9/26/2025,3,"90,993.61",จ่ายวันที่  26/9/2025 exclude,CMI2509000000466
7341505,9974697465,9974697465,DR,9/25/2025,9/26/2025,3,"47,023.00",จ่ายวันที่  26/9/2025 exclude,CMI2509000000467
7341505,9974697466,9974697466,DR,9/25/2025,9/26/2025,3,"84,206.36",จ่ายวันที่  26/9/2025 exclude,G25095734150511
7341505,9974697467,9974697467,DR,9/25/2025,9/26/2025,3,"4,402.65",จ่ายวันที่  26/9/2025 exclude,CMI2509000000506
7341505,9974697571,9974697571,DR,9/25/2025,9/26/2025,3,"104,317.68",จ่ายวันที่  26/9/2025 exclude,FOCX1
7341505,9974697572,9974697572,DR,9/25/2025,9/26/2025,3,"519,689.92",จ่ายวันที่  26/9/2025 exclude,CMI2509000000467
7341505,9974701153,9974701153,DR,9/27/2025,9/28/2025,1,"33,862.01",,G26095734150568
7341505,9974701154,9974701154,DR,9/27/2025,9/28/2025,1,"38,293.94",,G260957341505610
7341505,9974701155,9974701155,DR,9/27/2025,9/28/2025,1,"109,225.75",,G26095734150563
7341505,9974701156,9974701156,DR,9/27/2025,9/28/2025,1,"30,532.61",,G26095734150564
7341505,9974701157,9974701157,DR,9/27/2025,9/28/2025,1,"2,018.41",,G26095734150566
7341505,9974701158,9974701158,DR,9/27/2025,9/28/2025,1,"70,012.10",,G26095734150562
7341505,9974701159,9974701159,DR,9/27/2025,9/28/2025,1,"147,660.34",,G26095734150512
7341505,9974701160,9974701160,DR,9/27/2025,9/28/2025,1,"66,387.50",,G260957341505199
7341505,9974701161,9974701161,DR,9/27/2025,9/28/2025,1,"70,089.88",,G260957341505177
7341505,9974701162,9974701162,DR,9/27/2025,9/28/2025,1,"73,410.95",,FOCX50
7341505,9974701163,9974701163,DR,9/27/2025,9/28/2025,1,"73,410.95",,G260957341505173
7341505,,,,,,,"1,849,625.14",,
7354431,1400032001,9974628898,DZ,9/23/2025,9/26/2025,3,"-322,714.73",Partial payment 9974628898 exclude,7354431
7354431,9974628898,9974628898,DR,8/11/2025,9/26/2025,3,"974,644.34",รักษาตลาด BU IC exclude,73544311108X1T06
7354431,9974636152,9974636152,DR,8/17/2025,10/2/2025,-3,"983,122.27",รักษาตลาด BU IC exclude,73544311508X1T09
7354431,9974643036,9974643036,DR,8/21/2025,10/6/2025,-7,"983,093.58",รักษาตลาด BU IC exclude,73544312008X1T06
7354431,9974648325,9974648325,DR,8/27/2025,10/12/2025,-13,"932,956.51",รักษาตลาด BU IC exclude,73544312608X1T10
7354431,9974691301,9974691301,DG,9/23/2025,9/23/2025,6,"-2,240.78",,PR_IC09_21_SMNR
7354431,,,,,,,"3,548,861.19",,
7385689,9974698405,9974698405,DR,9/26/2025,9/27/2025,2,"1,214,946.13",,73856892609X1T12
7385689,,,,,,,"1,214,946.13",,
7385713,1400032139,9974685582,DZ,9/24/2025,9/24/2025,5,"824,541.26",short payment 9974685582,7385713
7385713,9974694771,9974694771,DR,9/24/2025,11/9/2025,-41,"906,339.62",,CMI2509000000468
7385713,,,,,,,"1,730,880.88",,
7421134,9974698609,9974698609,DG,9/26/2025,9/26/2025,3,"-1,677.09",,PR_NP09_112_PPNR
7421134,9974698708,9974698708,DG,9/26/2025,9/26/2025,3,"-1,835.48",,PR_NP09_115_PPNR
7421134,9974699264,9974699264,DG,9/26/2025,9/26/2025,3,-875.49,,PR_NP09_117_PPNR
7421134,9974699362,9974699362,DG,9/26/2025,9/26/2025,3,"-69,399.42",,PR_NP09_131_PPNR
7421134,9974699423,9974699423,DG,9/26/2025,9/26/2025,3,"-4,987.25",,PR_NP09_116_PPNR
7421134,9974699450,9974699450,DR,9/26/2025,9/27/2025,2,"423,883.69",,N26095742113421
7421134,9974699530,9974699530,DG,9/26/2025,9/26/2025,3,"-1,735.39",,PR_NP09_68_PPNR
7421134,9974699577,9974699577,DG,9/26/2025,9/26/2025,3,"-1,753.61",,PR_NP09_66_PPNR
7421134,9974699653,9974699653,DG,9/26/2025,9/26/2025,3,"-4,457.34",,PR_NP09_67_PPNR
7421134,9974699655,9974699655,DG,9/26/2025,9/26/2025,3,"-29,928.23",,PR_NP09_65_PPNR
7421134,9974699683,9974699683,DG,9/26/2025,9/26/2025,3,-683.88,,PR_NP09_105_PPNR
7421134,9974699690,9974699690,DG,9/26/2025,9/26/2025,3,"-3,326.78",,PR_NP09_104_PPNR
7421134,9974699723,9974699723,DG,9/26/2025,9/26/2025,3,-150.59,,PR_NP09_103_PPNR
7421134,9974699764,9974699764,DG,9/26/2025,9/26/2025,3,"-14,891.22",,PR_NP09_70_PPNR
7421134,9974700034,9974700034,DG,9/26/2025,9/26/2025,3,"-13,543.29",,PR_NP09_69_PPNR
7421134,9974700103,9974700103,DG,9/26/2025,9/26/2025,3,-841.12,,PR_NP09_109_PPNR
7421134,9974700194,9974700194,DG,9/26/2025,9/26/2025,3,"-2,162.86",,PR_NP09_108_PPNR
7421134,,,,,,,"271,634.65",,
7439918,800011429,,MI,9/22/2025,9/22/2025,7,"4,435.25",Charge back cash discount inv# 16.09.2025,
7439918,9974680662,9974680662,DR,9/16/2025,9/17/2025,12,"586,931.62",,74399181509X1T07
7439918,9974691390,9974691390,DG,9/23/2025,9/23/2025,6,-317.76,,PR_IC09_28_SMNR
7439918,9974691404,9974691404,DG,9/23/2025,9/23/2025,6,-400,,PR_IC09_28_SMNR
7439918,9974691411,9974691411,DG,9/23/2025,9/23/2025,6,"-8,730.00",,PR_IC09_27_SMNR
7439918,9974691467,9974691467,DG,9/23/2025,9/23/2025,6,"-109,033.89",,PR_IC09_26_SMNR
7439918,9974691481,9974691481,DG,9/23/2025,9/23/2025,6,"-3,137.74",,PR_IC09_28_SMNR
7439918,9974691555,9974691555,DG,9/23/2025,9/23/2025,6,"-7,445.95",,PR_IC09_28_SMNR
7439918,,,,,,,"462,301.53",,
7454450,9974700297,9974700297,DR,9/26/2025,9/27/2025,2,"892,033.21",,74544502609X1T09
7454450,,,,,,,"892,033.21",,
,,,,,,,"70,636,737.30",,
