Account,Document Number,Assignment,Document Type,Document Date,Net Due Date,Arrears by Net Due Date,Amount in Local Currency,Text,Reference
5411544,9974702155,9974702155,DG,9/29/2025,9/30/2025,-1,"-16,351.03",,5.02454E+12
5411544,9974702156,9974702156,DG,9/29/2025,9/30/2025,-1,"-7,150.02",,1.90845E+13
5411544,9974702157,9974702157,DG,9/29/2025,9/30/2025,-1,"-1,207.24",,1.70945E+13
5411544,9974702158,9974702158,DG,9/29/2025,9/30/2025,-1,"-2,553.88",,3.01135E+13
5411544,9974702159,9974702159,DG,9/29/2025,9/30/2025,-1,"-7,834.19",,2.90245E+14
5411544,,,,,,,"1,934,429.95",,
5431724,9974691008,9974691008,DR,9/23/2025,9/24/2025,5,"51,713.74","35,037.66 on 26.09 paid 18:08 exclude",CMI2509000000389
5431724,9974691009,9974691009,DR,9/23/2025,9/24/2025,5,"69,259.46","35,037.66 on 26.09 paid 18:08 exclude",CMI2509000000388
5431724,9974691010,9974691010,DR,9/23/2025,9/24/2025,5,"69,259.46","35,037.66 on 26.09 paid 18:08 exclude",CMI2509000000388
5431724,9974693536,9974693536,DG,9/24/2025,9/24/2025,5,"-19,526.10","35,037.66 on 26.09 paid 18:08 exclude",PR_WA09_93_RSNR
5431724,9974693550,9974693550,DG,9/24/2025,9/24/2025,5,"-4,656.00","35,037.66 on 26.09 paid 18:08 exclude",PR_WA09_94_RSNR
5431724,9974693587,9974693587,DG,9/24/2025,9/24/2025,5,"-66,930.00","35,037.66 on 26.09 paid 18:08 exclude",PR_WA09_92_RSNR
5431724,9974693769,9974693769,DR,9/24/2025,9/25/2025,4,"71,397.37","35,037.66 on 26.09 paid 18:08 exclude",W23095543172411
5431724,9974695984,9974695984,DR,9/25/2025,9/26/2025,3,"57,563.53","35,037.66 on 26.09 paid 18:08 exclude",W24095543172412
5431724,9974695985,9974695985,DR,9/25/2025,9/26/2025,3,"72,696.94","35,037.66 on 26.09 paid 18:08 exclude",W24095543172411
5431724,9974696122,9974696122,DG,9/25/2025,9/25/2025,4,"-183,613.14","35,037.66 on 26.09 paid 18:08 exclude",PR_WA09_95_RSNR
5431724,9974696802,,RV,9/25/2025,9/25/2025,4,"-82,127.60","35,037.66 on 26.09 paid 18:08 exclude",VR_WA09_09RSNR
5431724,9974698804,9974698804,DG,9/26/2025,9/26/2025,3,"-20,327.32",,PR_WA09_98_RSNR
5431724,9974698903,9974698903,DG,9/26/2025,9/26/2025,3,-51.36,,PR_WA09_101_RSNR
5431724,9974701411,9974701411,DR,9/28/2025,9/29/2025,0,"51,713.74",,CMI2509000000485
5431724,9974701412,9974701412,DR,9/28/2025,9/29/2025,0,"51,713.74",,CMI2509000000485
5431724,9974701413,9974701413,DR,9/28/2025,9/29/2025,0,"51,713.74",,CMI2509000000485
5431724,9974701428,9974701428,DR,9/28/2025,9/29/2025,0,"51,713.74",,CMI2509000000485
5431724,9974701429,9974701429,DR,9/28/2025,9/29/2025,0,"51,713.74",,CMI2509000000485
5431724,9974701430,9974701430,DR,9/28/2025,9/29/2025,0,"118,773.47",,CMI2509000000484
5431724,9974702108,9974702108,DR,9/29/2025,9/30/2025,-1,"51,713.74",,CMI2509000000485
5431724,9974702129,9974702129,DR,9/29/2025,9/30/2025,-1,"51,713.74",,CMI2509000000484
5431724,,,,,,,"495,428.63",,
5436774,9974698568,9974698568,DG,9/26/2025,9/26/2025,3,"-1,903.72",,PR_NP09_112_PPNR
5436774,9974698570,9974698570,DG,9/26/2025,9/26/2025,3,"-1,359.79",,PR_NP09_114_PPNR
5436774,9974699295,9974699295,DG,9/26/2025,9/26/2025,3,-79.28,,PR_NP09_118_PPNR
5436774,9974699325,9974699325,DG,9/26/2025,9/26/2025,3,-455.16,,PR_NP09_120_PPNR
5436774,9974699333,9974699333,DG,9/26/2025,9/26/2025,3,"-2,776.54",,PR_NP09_117_PPNR
5436774,9974699368,9974699368,DG,9/26/2025,9/26/2025,3,-336.44,,PR_NP09_130_PPNR
5436774,9974699425,9974699425,DG,9/26/2025,9/26/2025,3,"-3,836.35",,PR_NP09_116_PPNR
5436774,9974699457,9974699457,DG,9/26/2025,9/26/2025,3,"-28,982.66",,PR_NP09_115_PPNR
5436774,9974699525,9974699525,DG,9/26/2025,9/26/2025,3,"-3,382.25",,PR_NP09_68_PPNR
5436774,9974699550,9974699550,DG,9/26/2025,9/26/2025,3,"-7,476.02",,PR_NP09_66_PPNR
5436774,9974699621,9974699621,DG,9/26/2025,9/26/2025,3,"-773,043.25",,PR_NP09_65_PPNR
5436774,9974699697,9974699697,DG,9/26/2025,9/26/2025,3,"-31,222.26",,PR_NP09_105_PPNR
5436774,9974699733,9974699733,DG,9/26/2025,9/26/2025,3,-744.9,,PR_NP09_103_PPNR
5436774,9974699756,9974699756,DG,9/26/2025,9/26/2025,3,"-109,943.77",,PR_NP09_70_PPNR
5436774,9974699888,9974699888,DG,9/26/2025,9/26/2025,3,-574.77,,PR_NP09_123_PPNR
5436774,9974699916,9974699916,DG,9/26/2025,9/26/2025,3,-201.8,,PR_NP09_119_PPNR
5436774,9974699944,9974699944,DG,9/26/2025,9/26/2025,3,"-4,052.23",,PR_NP09_124_PPNR
5436774,9974700043,9974700043,DG,9/26/2025,9/26/2025,3,"-1,587.62",,PR_NP09_109_PPNR
5436774,9974700137,9974700137,DG,9/26/2025,9/26/2025,3,"-31,605.94",,PR_NP09_69_PPNR
5436774,9974700152,9974700152,DG,9/26/2025,9/26/2025,3,"-9,355.53",,PR_NP09_125_PPNR
5436774,9974701329,9974701329,DR,9/28/2025,9/29/2025,0,"1,632,142.09",,N2509554367742
5436774,9974701330,9974701330,DR,9/28/2025,9/29/2025,0,"130,962.48",,N2609554367742
5436774,9974702123,9974702123,DG,9/29/2025,9/29/2025,0,"-23,975.64",,PR_NP09_67_PPNR
5436774,,,,,,,"726,208.65",,
5446944,9974691769,9974691769,DG,9/23/2025,9/23/2025,6,"-421,753.67","4,087,831.05 on 26.09 paid 16:21 exclude",PR_GR09_830_NKNR
5446944,9974691984,9974691984,DG,9/23/2025,9/23/2025,6,"-431,698.50","4,087,831.05 on 26.09 paid 16:21 exclude",PR_GR09_827_NKNR
5446944,9974692157,9974692157,DG,9/23/2025,9/23/2025,6,"-40,615.03","4,087,831.05 on 26.09 paid 16:21 exclude",PR_GR09_829_NKNR
5446944,9974696073,9974696073,DR,9/25/2025,9/26/2025,3,"1,095,335.50","4,087,831.05 on 26.09 paid 16:21 exclude",FOC2209255446944
5446944,9974696074,9974696074,DR,9/25/2025,9/26/2025,3,"1,095,335.50","4,087,831.05 on 26.09 paid 16:21 exclude",G24095544694413
5446944,9974696290,9974696290,DR,9/25/2025,9/26/2025,3,"444,909.84","4,087,831.05 on 26.09 paid 16:21 exclude",CMI2509000000440
5446944,9974696308,9974696308,DR,9/25/2025,9/26/2025,3,"891,916.05","4,087,831.05 on 26.09 paid 16:21 exclude",FOC2409255446944
5446944,9974696315,9974696315,DR,9/25/2025,9/26/2025,3,"639,086.97","4,087,831.05 on 26.09 paid 16:21 exclude",G24095544694414
5446944,9974696506,9974696506,DR,9/25/2025,9/26/2025,3,"83,594.16","4,087,831.05 on 26.09 paid 16:21 exclude",CMI2509000000440
5446944,9974696507,9974696507,DR,9/25/2025,9/26/2025,3,"731,620.23","4,087,831.05 on 26.09 paid 16:21 exclude",G230955446944130
5446944,9974701335,9974701335,DR,9/28/2025,9/29/2025,0,"1,095,335.50",,G260955446944112
5446944,9974701336,9974701336,DR,9/28/2025,9/29/2025,0,"27,928.31",,CMI2509000000518
5446944,9974701337,9974701337,DR,9/28/2025,9/29/2025,0,"141,459.77",,CMI2509000000518
5446944,9974701338,9974701338,DR,9/28/2025,9/29/2025,0,"95,615.46",,CMI2509000000519
5446944,9974701339,9974701339,DR,9/28/2025,9/29/2025,0,"238,240.78",,CMI2509000000518
5446944,,,,,,,"5,686,310.87",,
5448188,9974700862,9974700862,DR,9/27/2025,9/28/2025,1,"107,215.74",,CMI2509000000492
5448188,9974700863,9974700863,DR,9/27/2025,9/28/2025,1,"94,886.87",,CMI2509000000493
5448188,9974700876,9974700876,DR,9/27/2025,9/28/2025,1,"108,809.54",,G23095544818816
5448188,9974700877,9974700877,DR,9/27/2025,9/28/2025,1,"27,909.30",,CMI2509000000405
5448188,9974700878,9974700878,DR,9/27/2025,9/28/2025,1,"5,594.50",,CMI2509000000404
5448188,9974700879,9974700879,DR,9/27/2025,9/28/2025,1,"60,475.30",,CMI2509000000405
5448188,9974700880,9974700880,DR,9/27/2025,9/28/2025,1,"235,963.72",,FOC.544818825X25
5448188,9974700881,9974700881,DR,9/27/2025,9/28/2025,1,"6,737.32",,G25095544818811
5448188,9974700882,9974700882,DR,9/27/2025,9/28/2025,1,"43,370.78",,CMI2509000000472
5448188,9974700883,9974700883,DR,9/27/2025,9/28/2025,1,"3,743.16",,CMI2509000000472
5448188,9974700884,9974700884,DR,9/27/2025,9/28/2025,1,"70,601.25",,CMI2509000000472
5448188,,,,,,,"765,307.48",,
5454383,9974649887,9974649887,DR,8/27/2025,10/12/2025,-13,"1,017,656.36",รักษาตลาด เอาส่วนลดออกแล้ว exclude,DCM2508000000077
5454383,9974668799,9974668799,DR,9/7/2025,10/23/2025,-24,"1,029,423.31",,CMI2509000000087
5454383,9974685485,9974685485,DR,9/18/2025,11/3/2025,-35,"980,683.64",,CMI2509000000363
5454383,9974691102,9974691102,DG,9/23/2025,9/23/2025,6,"-9,061.72",,PR_IC09_20_SMNR
5454383,9974691185,9974691185,DG,9/23/2025,9/23/2025,6,-699.06,,PR_IC09_24_SMNR
5454383,9974691202,9974691202,DG,9/23/2025,9/23/2025,6,"-1,282.21",,PR_IC09_24_SMNR
5454383,9974691326,9974691326,DG,9/23/2025,9/23/2025,6,-317.76,,PR_IC09_24_SMNR
5454383,9974691348,9974691348,DG,9/23/2025,9/23/2025,6,"-20,088.55",,PR_IC09_25_SMNR
5454383,9974691432,9974691432,DG,9/23/2025,9/23/2025,6,"-20,370.00",,PR_IC09_27_SMNR
5454383,9974691464,9974691464,DG,9/23/2025,9/23/2025,6,"-4,279.93",,PR_IC09_26_SMNR
5454383,,,,,,,"2,971,664.08",,
5493357,9974691098,9974691098,DG,9/23/2025,9/23/2025,6,"-8,414.45",,PR_IC09_20_SMNR
5493357,9974691111,9974691111,DG,9/23/2025,9/23/2025,6,"-3,104.00",,PR_IC09_19_SMNR
5493357,9974691123,9974691123,DG,9/23/2025,9/23/2025,6,"-5,128.86",,PR_IC09_19_SMNR
5493357,9974691163,9974691163,DG,9/23/2025,9/23/2025,6,-387.6,,PR_IC09_21_SMNR
5493357,9974691212,9974691212,DG,9/23/2025,9/23/2025,6,"-3,764.92",,PR_IC09_23_SMNR
5493357,9974691459,9974691459,DG,9/23/2025,9/23/2025,6,"-29,100.00",,PR_IC09_27_SMNR
5493357,9974691547,9974691547,DG,9/23/2025,9/23/2025,6,"-37,485.85",,PR_IC09_26_SMNR
5493357,9974697663,9974697663,DR,9/25/2025,9/26/2025,3,"909,602.66",,CMI2509000000506
5493357,,,,,,,"822,216.98",,
5564744,9974696127,9974696127,DG,9/25/2025,9/25/2025,4,"-98,014.28",,PR_WA09_95_RSNR
5564744,9974696576,,RV,9/25/2025,9/25/2025,4,"-61,594.02",,VR_WA09_09RSNR
5564744,9974696942,9974696942,DR,9/25/2025,9/26/2025,3,"153,631.59",,CMI2509000000474
5564744,9974698808,9974698808,DG,9/26/2025,9/26/2025,3,"-2,910.00",,PR_WA09_98_RSNR
5564744,9974698884,9974698884,DG,9/26/2025,9/26/2025,3,"-1,512.23",,PR_WA09_100_RSNR
5564744,9974698909,9974698909,DG,9/26/2025,9/26/2025,3,"-1,619.12",,PR_WA09_101_RSNR
5564744,9974701414,9974701414,DR,9/28/2025,9/29/2025,0,"138,518.92",,CMI2509000000537
5564744,9974702142,9974702142,DR,9/29/2025,9/30/2025,-1,"135,580.13",,CMI2509000000537
5564744,,,,,,,"262,080.99",,
5593307,9974696577,,RV,9/25/2025,9/25/2025,4,"-70,414.75",,VR_WA09_09RSNR
5593307,9974697129,9974697129,DR,9/25/2025,9/26/2025,3,"155,226.24",,CMI2509000000505
5593307,9974697130,9974697130,DR,9/25/2025,9/26/2025,3,"119,496.85",,CMI2509000000505
5593307,9974698811,9974698811,DG,9/26/2025,9/26/2025,3,"-2,268.34",,PR_WA09_100_RSNR
5593307,9974698814,9974698814,DG,9/26/2025,9/26/2025,3,"-32,010.00",,PR_WA09_98_RSNR
5593307,9974698915,9974698915,DG,9/26/2025,9/26/2025,3,-166.92,,PR_WA09_101_RSNR
5593307,,,,,,,"169,863.08",,
5656065,9974693523,9974693523,DG,9/24/2025,9/24/2025,5,"-133,860.00",,PR_WA09_92_RSNR
5656065,9974698803,9974698803,DG,9/26/2025,9/26/2025,3,-699.72,,PR_WA09_99_RSNR
5656065,9974698819,9974698819,DG,9/26/2025,9/26/2025,3,"-22,310.00",,PR_WA09_98_RSNR
5656065,9974698856,9974698856,DR,9/26/2025,9/27/2025,2,"138,518.92",,CMI2509000000480
5656065,9974698920,9974698920,DG,9/26/2025,9/26/2025,3,"-1,370.03",,PR_WA09_101_RSNR
5656065,9974699382,9974699382,DR,9/26/2025,9/27/2025,2,"138,518.92",,CMI2509000000480
5656065,9974699397,9974699397,DR,9/26/2025,9/27/2025,2,"103,427.46",,CMI2509000000481
5656065,9974699400,9974699400,DR,9/26/2025,9/27/2025,2,"103,427.46",,CMI2509000000481
5656065,9974701696,9974701696,DR,9/28/2025,9/29/2025,0,"138,518.92",,CMI2509000000480
5656065,9974701738,9974701738,DR,9/28/2025,9/29/2025,0,"103,427.46",,CMI2509000000481
5656065,9974701742,9974701742,DR,9/28/2025,9/29/2025,0,"103,427.46",,CMI2509000000481
5656065,9974701743,9974701743,DR,9/28/2025,9/29/2025,0,"138,518.92",,CMI2509000000480
5656065,,,,,,,"809,545.77",,
5691701,9974696133,9974696133,DG,9/25/2025,9/25/2025,4,"-380,059.98",,PR_WA09_95_RSNR
5691701,9974696579,,RV,9/25/2025,9/25/2025,4,"-155,078.53",,VR_WA09_09RSNR
5691701,9974698810,9974698810,DG,9/26/2025,9/26/2025,3,-951.48,,PR_WA09_99_RSNR
5691701,9974698817,9974698817,DG,9/26/2025,9/26/2025,3,-779.5,,PR_WA09_100_RSNR
5691701,9974698826,9974698826,DG,9/26/2025,9/26/2025,3,"-12,561.50",,PR_WA09_98_RSNR
5691701,9974698843,9974698843,DG,9/26/2025,9/26/2025,3,-616.32,,PR_WA09_101_RSNR
5691701,9974699512,9974699512,DR,9/26/2025,9/27/2025,2,"63,232.44",,W26095569170111
5691701,,,,,,,"-486,814.87",,
5706613,9974696139,9974696139,DG,9/25/2025,9/25/2025,4,"-207,654.33",,PR_WA09_95_RSNR
5706613,9974696580,,RV,9/25/2025,9/25/2025,4,"-125,122.49",,VR_WA09_09RSNR
5706613,9974697957,9974697957,DR,9/26/2025,9/27/2025,2,"45,844.70",จ่ายวันที่  26/9/2025 exclude,CMI2509000000504
5706613,9974697995,9974697995,DR,9/26/2025,9/27/2025,2,"61,399.15",จ่ายวันที่  26/9/2025 exclude,CMI2509000000503
5706613,9974698816,9974698816,DG,9/26/2025,9/26/2025,3,-948.66,,PR_WA09_99_RSNR
5706613,9974698821,9974698821,DG,9/26/2025,9/26/2025,3,"-3,402.52",,PR_WA09_100_RSNR
5706613,9974698833,9974698833,DG,9/26/2025,9/26/2025,3,-970,,PR_WA09_98_RSNR
5706613,9974698853,9974698853,DG,9/26/2025,9/26/2025,3,-128.4,,PR_WA09_101_RSNR
5706613,9974701930,9974701930,DR,9/29/2025,9/30/2025,-1,"117,057.76",,CMI2509000000526
5706613,9974701971,9974701971,DR,9/29/2025,9/30/2025,-1,"61,399.15",,CMI2509000000525
5706613,,,,,,,"-52,525.64",,
5706778,9974693592,9974693592,DG,9/24/2025,9/24/2025,5,"-5,529.00",,PR_WA09_93_RSNR
5706778,9974696149,9974696149,DG,9/25/2025,9/25/2025,4,"-54,147.33",,PR_WA09_95_RSNR
5706778,9974696581,,RV,9/25/2025,9/25/2025,4,"-31,070.49",,VR_WA09_09RSNR
5706778,9974698055,9974698055,DR,9/26/2025,9/27/2025,2,"113,072.45",,CMI2509000000504
5706778,9974698056,9974698056,DR,9/26/2025,9/27/2025,2,"22,479.50",,CMI2509000000504
5706778,9974698841,9974698841,DG,9/26/2025,9/26/2025,3,"-11,640.00",,PR_WA09_98_RSNR
5706778,9974698861,9974698861,DG,9/26/2025,9/26/2025,3,-295.32,,PR_WA09_101_RSNR
5706778,,,,,,,"32,869.81",,
5718252,9974691133,9974691133,DG,9/23/2025,9/23/2025,6,"-8,536.00",,PR_IC09_19_SMNR
5718252,9974691144,9974691144,DG,9/23/2025,9/23/2025,6,"-2,774.01",,PR_IC09_19_SMNR
5718252,9974691155,9974691155,DG,9/23/2025,9/23/2025,6,"-4,487.74",,PR_IC09_19_SMNR
5718252,9974691192,9974691192,DG,9/23/2025,9/23/2025,6,"-9,963.04",,PR_IC09_21_SMNR
5718252,9974691194,9974691194,DG,9/23/2025,9/23/2025,6,"-49,421.50",,PR_IC09_18_SMNR
5718252,9974691211,9974691211,DG,9/23/2025,9/23/2025,6,"-22,601.00",,PR_IC09_18_SMNR
5718252,9974691227,9974691227,DG,9/23/2025,9/23/2025,6,"-8,605.53",,PR_IC09_23_SMNR
5718252,9974691363,9974691363,DG,9/23/2025,9/23/2025,6,"-35,405.00",,PR_IC09_27_SMNR
5718252,9974691385,9974691385,DG,9/23/2025,9/23/2025,6,"-147,512.86",,PR_IC09_26_SMNR
5718252,9974691412,9974691412,DG,9/23/2025,9/23/2025,6,"-6,412.19",,PR_IC09_25_SMNR
5718252,9974697226,9974697226,DR,9/25/2025,9/26/2025,3,"892,661.99",,CMI2509000000505
5718252,,,,,,,"596,943.12",,
5815267,9974699324,9974699324,DG,9/26/2025,9/26/2025,3,-382.41,,PR_NP09_117_PPNR
5815267,9974699432,9974699432,DG,9/26/2025,9/26/2025,3,"-3,836.35",,PR_NP09_116_PPNR
5815267,9974699470,9974699470,DG,9/26/2025,9/26/2025,3,"-11,435.34",,PR_NP09_115_PPNR
5815267,9974699531,9974699531,DG,9/26/2025,9/26/2025,3,"-1,229.47",,PR_NP09_68_PPNR
5815267,9974699567,9974699567,DG,9/26/2025,9/26/2025,3,"-1,513.10",,PR_NP09_66_PPNR
5815267,9974699635,9974699635,DG,9/26/2025,9/26/2025,3,"-86,280.77",,PR_NP09_65_PPNR
5815267,9974699667,9974699667,DG,9/26/2025,9/26/2025,3,"-5,930.86",,PR_NP09_67_PPNR
5815267,9974699676,9974699676,DG,9/26/2025,9/26/2025,3,"-25,039.22",,PR_NP09_70_PPNR
5815267,9974699693,9974699693,DG,9/26/2025,9/26/2025,3,"-2,757.70",,PR_NP09_104_PPNR
5815267,9974699749,9974699749,DG,9/26/2025,9/26/2025,3,"-8,671.27",,PR_NP09_103_PPNR
5815267,9974699914,9974699914,DG,9/26/2025,9/26/2025,3,-668.03,,PR_NP09_109_PPNR
5815267,9974699956,9974699956,DG,9/26/2025,9/26/2025,3,-807.48,,PR_NP09_128_PPNR
5815267,9974700022,9974700022,DG,9/26/2025,9/26/2025,3,-229.91,,PR_NP09_123_PPNR
5815267,9974700138,9974700138,DG,9/26/2025,9/26/2025,3,"-17,235.22",,PR_NP09_69_PPNR
5815267,9974700199,9974700199,DG,9/26/2025,9/26/2025,3,-891.7,,PR_NP09_108_PPNR
5815267,9974701132,9974701132,DR,9/27/2025,9/28/2025,1,"762,095.23",,N25095581526721
5815267,9974701133,9974701133,DR,9/27/2025,9/28/2025,1,"144,051.44",,N26095581526722
5815267,,,,,,,"739,237.84",,
5815281,9974698678,9974698678,DG,9/26/2025,9/26/2025,3,-9.34,,PR_NP09_112_PPNR
5815281,9974699328,9974699328,DG,9/26/2025,9/26/2025,3,"-1,366.62",,PR_NP09_117_PPNR
5815281,9974699342,9974699342,DG,9/26/2025,9/26/2025,3,"-1,985.30",,PR_NP09_118_PPNR
5815281,9974699351,9974699351,DG,9/26/2025,9/26/2025,3,"-1,000.81",,PR_NP09_130_PPNR
5815281,9974699421,9974699421,DG,9/26/2025,9/26/2025,3,"-11,915.12",,PR_NP09_116_PPNR
5815281,9974699471,9974699471,DG,9/26/2025,9/26/2025,3,"-13,758.68",,PR_NP09_115_PPNR
5815281,9974699536,9974699536,DG,9/26/2025,9/26/2025,3,"-1,934.58",,PR_NP09_68_PPNR
5815281,9974699576,9974699576,DG,9/26/2025,9/26/2025,3,"-3,941.67",,PR_NP09_66_PPNR
5815281,9974699620,9974699620,DG,9/26/2025,9/26/2025,3,-235,,PR_NP09_126_PPNR
5815281,9974699642,9974699642,DG,9/26/2025,9/26/2025,3,"-80,015.15",,PR_NP09_65_PPNR
5815281,9974699668,9974699668,DG,9/26/2025,9/26/2025,3,"-6,792.61",,PR_NP09_67_PPNR
5815281,9974699678,9974699678,DG,9/26/2025,9/26/2025,3,"-8,593.72",,PR_NP09_70_PPNR
5815281,9974699695,9974699695,DG,9/26/2025,9/26/2025,3,-219.59,,PR_NP09_105_PPNR
5815281,9974699753,9974699753,DG,9/26/2025,9/26/2025,3,"-1,122.66",,PR_NP09_103_PPNR
5815281,9974699932,9974699932,DG,9/26/2025,9/26/2025,3,-999.57,,PR_NP09_109_PPNR
5815281,9974699969,9974699969,DG,9/26/2025,9/26/2025,3,"-2,315.82",,PR_NP09_128_PPNR
5815281,9974699994,9974699994,DG,9/26/2025,9/26/2025,3,-214.97,,PR_NP09_110_PPNR
5815281,9974700113,9974700113,DG,9/26/2025,9/26/2025,3,-364.02,,PR_NP09_119_PPNR
5815281,9974700140,9974700140,DG,9/26/2025,9/26/2025,3,"-31,529.92",,PR_NP09_69_PPNR
5815281,9974700157,9974700157,DG,9/26/2025,9/26/2025,3,-970,,PR_NP09_127_PPNR
5815281,9974700160,9974700160,DG,9/26/2025,9/26/2025,3,"-9,355.53",,PR_NP09_125_PPNR
5815281,9974700201,9974700201,DG,9/26/2025,9/26/2025,3,"-1,974.11",,PR_NP09_108_PPNR
5815281,9974701025,9974701025,DR,9/27/2025,9/28/2025,1,"38,295.19",,N25095581528121
5815281,,,,,,,"-142,319.60",,
5857431,9974685456,9974685456,DG,9/18/2025,9/18/2025,11,"-10,071.32",จ่ายวันที่  26/9/2025 exclude,PR_WA09_25_RSNR
5857431,9974685468,9974685468,DG,9/18/2025,9/18/2025,11,"-4,494.98",จ่ายวันที่  26/9/2025 exclude,PR_WA09_21_RSNR
5857431,9974693606,9974693606,DG,9/24/2025,9/24/2025,5,"-21,805.60",จ่ายวันที่  26/9/2025 exclude,PR_WA09_93_RSNR
5857431,9974693608,9974693608,DG,9/24/2025,9/24/2025,5,"-4,656.00",จ่ายวันที่  26/9/2025 exclude,PR_WA09_94_RSNR
5857431,9974693611,9974693611,DG,9/24/2025,9/24/2025,5,"-66,930.00",จ่ายวันที่  26/9/2025 exclude,PR_WA09_92_RSNR
5857431,9974694877,9974694877,DR,9/24/2025,9/25/2025,4,"150,062.17",จ่ายวันที่  26/9/2025 exclude,CMI2509000000447
5857431,9974694884,9974694884,DR,9/24/2025,9/25/2025,4,"150,062.17",จ่ายวันที่  26/9/2025 exclude,CMI2509000000447
5857431,9974695223,9974695223,DR,9/24/2025,9/25/2025,4,"112,046.41",จ่ายวันที่  26/9/2025 exclude,CMI2509000000447
5857431,9974696806,,RV,9/25/2025,9/25/2025,4,"-67,835.28",,VR_WA09_09RSNR
5857431,9974698825,9974698825,DG,9/26/2025,9/26/2025,3,"-1,890.29",,PR_WA09_100_RSNR
5857431,9974698851,9974698851,DG,9/26/2025,9/26/2025,3,"-6,790.00",,PR_WA09_98_RSNR
5857431,9974698869,9974698869,DG,9/26/2025,9/26/2025,3,"-2,490.96",,PR_WA09_101_RSNR
5857431,9974701421,9974701421,DR,9/28/2025,9/29/2025,0,"112,046.41",,CMI2509000000533
5857431,9974701697,9974701697,DR,9/28/2025,9/29/2025,0,"150,062.17",,CMI2509000000532
5857431,,,,,,,"487,314.90",,
5990267,9974657582,9974657582,DG,9/2/2025,9/2/2025,27,"-27,160.00",,PR_PC09_02_ONNR
5990267,9974657613,9974657613,DG,9/2/2025,9/2/2025,27,"-27,160.00",,PR_PC09_04_ONNR
5990267,9974657693,9974657693,DG,9/2/2025,9/2/2025,27,"-76,630.00",,PR_PC09_46_ONNR
5990267,9974657700,9974657700,DG,9/2/2025,9/2/2025,27,"-4,850.00",,PR_PC09_56_ONNR
5990267,9974657704,9974657704,DG,9/2/2025,9/2/2025,27,"-74,496.00",,PR_PC09_48_ONNR
5990267,9974657709,9974657709,DG,9/2/2025,9/2/2025,27,"-5,480.50",,PR_PC09_53_ONNR
5990267,9974657717,9974657717,DG,9/2/2025,9/2/2025,27,"-9,112.66",,PR_PC09_53_ONNR
5990267,9974657724,9974657724,DG,9/2/2025,9/2/2025,27,"-11,640.00",,PR_PC09_50_ONNR
5990267,9974657726,9974657726,DG,9/2/2025,9/2/2025,27,"-11,640.00",,PR_PC09_53_ONNR
5990267,9974657729,9974657729,DG,9/2/2025,9/2/2025,27,"-62,325.89",,PR_PC09_51_ONNR
5990267,9974657734,9974657734,DG,9/2/2025,9/2/2025,27,"-157,894.87",,PR_PC09_51_ONNR
5990267,9974657735,9974657735,DG,9/2/2025,9/2/2025,27,"-8,130.54",,PR_PC09_53_ONNR
5990267,9974657738,9974657738,DG,9/2/2025,9/2/2025,27,"-147,041.74",,PR_PC09_51_ONNR
5990267,9974657742,9974657742,DG,9/2/2025,9/2/2025,27,"-144,611.21",,PR_PC09_51_ONNR
5990267,9974658908,9974658908,DG,9/2/2025,9/2/2025,27,"-12,537.74",,PR_PC08_40_ONNR
5990267,9974658910,9974658910,DG,9/2/2025,9/2/2025,27,"-24,272.31",,PR_PC08_40_ONNR
5990267,9974658916,9974658916,DG,9/2/2025,9/2/2025,27,"-1,023.35",,PR_PC08_40_ONNR
5990267,9974658988,9974658988,DG,9/2/2025,9/2/2025,27,"-18,790.71",,PR_PC08_33_ONNR
5990267,9974658991,9974658991,DG,9/2/2025,9/2/2025,27,"-8,051.00",,PR_PC08_33_ONNR
5990267,9974659027,9974659027,DG,9/2/2025,9/2/2025,27,"-142,676.77",,PR_PC08_36_ONNR
5990267,9974659030,9974659030,DG,9/2/2025,9/2/2025,27,"-12,564.21",,PR_PC08_35_ONNR
5990267,9974659034,9974659034,DG,9/2/2025,9/2/2025,27,"-13,040.56",,PR_PC08_35_ONNR
5990267,9974659044,9974659044,DG,9/2/2025,9/2/2025,27,"-58,924.59",,PR_PC08_35_ONNR
5990267,9974659055,9974659055,DG,9/2/2025,9/2/2025,27,"-43,973.95",,PR_PC08_35_ONNR
5990267,9974696597,,RV,9/25/2025,9/25/2025,4,"-65,254.31",,VR_PC09_12SMNR
5990267,9974696968,9974696968,DG,9/25/2025,9/25/2025,4,"-14,818.93",,PR_PC09_120_SMNR
5990267,9974696976,9974696976,DG,9/25/2025,9/25/2025,4,"-7,208.55",,PR_PC09_121_SMNR
5990267,9974696977,9974696977,DG,9/25/2025,9/25/2025,4,"-40,644.78",,PR_PC09_133_SMNR
5990267,9974696984,9974696984,DG,9/25/2025,9/25/2025,4,-485,,PR_PC09_134_SMNR
5990267,9974696993,9974696993,DG,9/25/2025,9/25/2025,4,"-69,694.50",,PR_PC09_122_SMNR
5990267,9974696994,9974696994,DG,9/25/2025,9/25/2025,4,"-12,610.00",,PR_PC09_135_SMNR
5990267,9974696995,9974696995,DG,9/25/2025,9/25/2025,4,"-69,694.50",,PR_PC09_123_SMNR
5990267,9974696997,9974696997,DG,9/25/2025,9/25/2025,4,"-21,825.00",,PR_PC09_122_SMNR
